VARIANT_SKU, NORMALIZED_ROS 
R93007-03, 0.02 
R120047-02, 0.06 
BSK-BTY-NAT-LRG, -   
B121018-05, 0.23 
01027841-012-QU-A-000, 0.00 
01027841-012-KI-B-001, 0.03 
P120008-03-C, 0.16 
P58017-01-C, 0.21 
00004556-004-KI-S-006-B2, 0.01 
00004556-007-KI-S-001-B3, -   
B15203-02, 0.12 
R120005-05, 0.06 
01027841-012-FL-A-001, 0.00 
00004556-001-KI-M-003-B2, -   
00004556-003-CK-M-002-B1, -   
00004556-001-CK-M-006-B3, -   
00004556-002-CK-W-005-B3, -   
F184006-04, 0.08 
P84020-05-C, 0.49 
B86101-08,
P84051-01-C,
P84018-01-C, 0.36 
R88025-03,
00004556-008-CK-S-001-B2, -   
B117001-33, 0.33 
00004556-007-TW-S-006-B3, -   
00004556-001-TW-M-001-B1, -   
00004556-001-TW-W-007-B2, -   
0118316-010-U-W-006, 0.01 
00004556-003-TW-M-004-B1, -   
00004556-003-CK-M-007-B2, -   
R120026-02, 0.00 
00004556-003-KI-W-005-B1, -   
00004556-001-CK-W-004-B3, -   
R88028-02,
R120033-08,
00004556-001-CK-M-004-B3, -   
R93045-07, 0.00 
B86012-09, 0.55 
00004556-004-TW-S-002-B1, -   
B66004-01, 0.77 
00004556-009-TW-S-007-B2, -   
00004556-005-TW-S-002-B1, -   
00004556-003-KI-M-003-B1, -   
B86102-20, 0.02 
R120041-07, 0.08 
R158003-02, 0.08 
00004556-002-CK-W-002-B3, 0.01 
00004556-002-TW-W-007-B3, -   
00004556-001-FL-M-003-B3, -   
C77002-01,
R88022-04, 0.06 
00004556-003-FL-M-001-B3, -   
R121003-06, 0.01 
01027841-012-FL-W-001, -   
01027841-012-CK-W-001, 0.01 
F148003-01, 0.59 
C83004-01, 0.00 
R93007-01,
00004556-003-KI-M-005-B2, -   
00004556-008-TW-S-007-B3, -   
F147007-01, 0.23 
R120026-01,
B117001-02, 0.42 
R88029-03, 0.02 
R141001-06, 0.04 
R93028-05, 0.00 
00004556-009-FL-S-002-B1, -   
00004556-006-TW-S-004-B1, -   
R106001-03,
0118316-008-U-W-007, 0.01 
00004556-009-TW-S-007-B3, -   
00004556-002-CK-W-005-B2, -   
00004556-003-FL-M-004-B1, -   
D121016-06,
00004556-003-CK-W-007-B3, -   
B86018-24, 0.08 
P84038-01-C, 1.00 
D126010-01, 0.50 
P56044-03-C, 0.08 
R88015-03,
00004556-004-KI-S-005-B2, 0.01 
B15206-05, 1.11 
00004556-007-TW-S-002-B2, -   
T58023-01, 0.41 
00004556-006-TW-S-006-B1, -   
R88003-01,
00004556-002-FL-M-007-B2, -   
T58033-01, 0.21 
T58023-02, 0.37 
00004556-006-FL-S-002-B3, -   
F151002-01, 0.13 
P84022-05-C, 0.03 
00004556-003-FL-M-006-B1, -   
00004556-009-FL-S-002-B2, -   
B86010-22,
00004556-001-FL-W-005-B1, -   
B86019-29, 0.09 
P56070-02-C,
0118316-014-U-W-007, -   
00004556-002-TW-M-006-B3, -   
P56032-01-C, 0.12 
R93030-08,
D121010-01, 0.97 
00004556-003-KI-M-004-B2, -   
D104008-02, 1.15 
B86018-18, 0.09 
D110002-01, 0.59 
B86009-08, 0.35 
B83001-05, 0.14 
R141021-08, -   
B15209-01, 0.27 
00004556-002-KI-W-005-B3, 0.01 
R141006-01, 0.09 
R120017-05,
P84022-03-C, 0.09 
B86100-13, 0.15 
D124002-02-K,
00004556-002-KI-W-003-B1, -   
P97003-01-C,
R61010-03, 0.02 
P56063-01-C, 1.00 
00004556-008-FL-S-001-B3, -   
00004556-005-CK-S-006-B1, -   
00004556-003-KI-M-007-B1, -   
D157001-02, 0.24 
00004556-001-QU-M-005-B3, -   
B121017-03, 0.20 
B86013-01, 0.42 
B86016-19, 0.04 
R00002-11, 0.09 
D121020-03, 0.59 
D84009-01, 0.15 
A65000-09, 0.03 
B66007-03,
B86007-26, 0.89 
F97016-01, 0.05 
00004556-002-FL-M-002-B3, 0.00 
R88020-03, 0.07 
R88035-05,
B86015-31, 0.44 
00004556-002-KI-M-003-B1, 0.00 
B84002-02, 0.73 
R141014-05, 0.03 
00004556-008-KI-S-002-B1, -   
B86017-30, 0.01 
T58014-01, 0.11 
00004556-009-QU-S-001-B3, 0.01 
B86001-18, 0.06 
P84020-01-C, 0.31 
R93035-05, 0.02 
T58053-02, 0.42 
B121019-04, 0.07 
D120002-03,
P123006-01-C, 0.40 
D129006-01, 0.05 
00004556-001-QU-W-002-B2, -   
00004556-001-KI-W-003-B1, -   
00004556-001-KI-W-003-B2, -   
B121007-03, 1.00 
A65020-01, 0.02 
D103001-01,
00004556-007-FL-S-005-B1, -   
00004556-002-TW-M-001-B1, 0.00 
B86039-02, 0.29 
B15213-04, 0.09 
P84070-02-C, 0.19 
00004556-008-QU-S-007-B2, -   
00004556-002-TW-W-003-B1, -   
B121027-07, 0.39 
P58014-01-C, 0.29 
P141001-02-C, 2.00 
D62019-01, 0.12 
P56061-01-C, 1.00 
R93024-03, 0.02 
00004556-005-TW-S-001-B3, -   
R120051-06, 0.02 
D121017-05,
B86020-10, 0.04 
00004556-003-KI-M-001-B2, 0.00 
00004556-009-CK-S-001-B2, -   
R121003-07, 0.00 
F147008-01, 0.40 
00004556-008-TW-S-006-B1, -   
3230024, 1.00 
A65090-01,
R120025-02,
B86001-29, 0.08 
B86021-18,
A65037-01, -   
00004556-001-KI-M-005-B3, -   
F151002-02, 0.02 
P84068-02-C, 0.25 
R120053-02, -   
B86016-27, 0.11 
B86002-31, 0.44 
R141027-06, 0.09 
00004556-002-TW-M-005-B3, -   
00004556-009-TW-S-002-B3, -   
T58054-02, 0.30 
R120053-07, 0.02 
B15205-03, 0.04 
ODST-SF-DN-S2-A2-C0-SA-TK,
R88017-03, 0.11 
B86010-18, 0.05 
B86032-02,
P120011-02-C, 1.61 
R88036-03, 0.04 
R88005-02, 0.02 
B125002-01, 0.53 
B86026-01, 0.27 
R141030-07, 0.02 
00004556-007-KI-S-002-B1, 0.00 
00004556-006-TW-S-004-B2, -   
00004556-009-KI-S-007-B2, -   
R120053-08, 0.03 
00004556-003-QU-M-006-B3, -   
B121011-01, 0.03 
R88001-02, 0.02 
B15216-02, 0.77 
D74004-01, 0.11 
D121001-04, 0.40 
P56043-01-C, 0.33 
B86037-01, 0.26 
D62021-01, 0.10 
00004556-009-KI-S-004-B2, 0.02 
P58011-01-C,
B86102-08,
R88036-04, 0.02 
F97019-02, 0.12 
R141013-02, 0.02 
R61013-03, 0.03 
R54023-01,
B15212-08, 0.21 
R84010-01,
B86001-30, 0.07 
B86007-08, 0.55 
B121013-02,
D119015-01, 0.06 
D121004-01, 0.32 
B86007-31, 0.30 
sku-47373934330083, 1.25 
P120005-01-C, 1.51 
R120003-05, 1.00 
B86014-29, 0.33 
R88027-02, 0.00 
R120011-03,
D154001-01, 0.09 
T139005-01, 0.10 
R93014-07, 0.01 
B86018-07, 0.16 
D140024-01, 0.38 
B86104-02, 0.48 
R88017-05, 0.09 
SWA-LIB-0007, 1.16 
D116002-02, 0.20 
R106005-06, 0.01 
R88010-05,
R114002-02, 0.01 
B15206-01, 1.26 
00004556-001-KI-M-002-B1, -   
P84021-02-C, 0.03 
B86020-09, 0.01 
B86019-16, 0.17 
00004556-001-QU-W-002-B1, -   
B86100-22,
R93015-07,
R93044-08, 0.00 
00004556-001-QU-M-007-B3, -   
00004556-009-QU-S-007-B3, 0.01 
P141012-01-C, 0.51 
P84012-01-C,
R114001-03,
00004556-005-KI-S-001-B2, 0.01 
00004556-001-CK-W-003-B2, -   
B121014-05, 0.15 
P84019-05-C, 0.06 
R93045-08, 0.00 
SWA-WD-0001, 0.28 
R141019-05, 0.00 
R88002-02,
R121002-05, 0.01 
01027841-013-U-A-001, 0.12 
R120001-02,
B86012-22,
P120008-01-C, 1.80 
00004556-002-KI-W-003-B2, -   
D126001-06, 1.00 
R120001-04,
D155001-06, 0.16 
00004556-004-KI-S-001-B2, 0.01 
R93024-02, 0.00 
00004556-009-KI-S-006-B1, 0.01 
00004556-002-TW-M-002-B3, -   
R141029-05,
P126010-02-C, 0.14 
T123002-01, 0.13 
00004556-009-FL-S-004-B1, 0.00 
R141004-08, 0.01 
B86027-01, 0.10 
P84055-04-C, 0.38 
SWA-JB-001, 0.61 
00004556-005-FL-S-006-B2, -   
00004556-008-FL-S-004-B1, 0.00 
SWA-LIB-0001, 0.51 
T58053-01, 0.15 
B121015-01, 0.13 
P84044-03-C, 0.09 
T139004-01, 0.45 
00004556-005-TW-S-006-B3, -   
B86101-22,
00004556-003-FL-W-003-B2, -   
00004556-002-QU-W-001-B3, 0.01 
R93005-03, 0.04 
R120028-07, -   
01027841-012-TW-W-000, -   
R00002-06, 0.73 
00004556-005-QU-S-002-B2, -   
R93013-01, 0.01 
00004556-001-TW-M-002-B2, -   
D121017-07,
B86031-02, 0.08 
00004556-005-QU-S-006-B2, -   
R84010-05,
D143014-02, 0.38 
R141013-01, 0.01 
P84016-02-C, 0.33 
P123001-01-C, 0.25 
00004556-004-QU-S-002-B2, 0.00 
F184006-03, 0.30 
D119007-01, 0.07 
01027841-012-QU-W-001, 0.06 
B86102-25, -   
00004556-001-QU-M-001-B1, 0.01 
00004556-003-KI-W-004-B1, -   
00004556-003-CK-W-005-B1, -   
R120013-03, 0.05 
R93043-03, 0.09 
R93007-02,
D125002-01, 1.00 
R93029-07, 0.01 
D62018-01, 0.77 
00004556-004-FL-S-005-B1, -   
00004556-003-TW-M-003-B1, -   
R141004-05, 0.02 
00004556-002-KI-W-007-B1, 0.01 
00004556-001-KI-W-004-B1, 0.00 
B86007-18, 0.08 
B121013-04, 0.08 
D73008-02, 0.12 
B86018-10, 0.18 
SWA-CRY-011, 0.81 
R84011-02, 0.00 
00004556-002-FL-M-003-B2, -   
P123001-04-C, 0.33 
00004556-003-KI-W-007-B1, 0.00 
B15201-03, 0.02 
B86003-17, 0.38 
B86001-31, 0.05 
R120015-04, 0.03 
00004556-007-QU-S-004-B2, 0.01 
R120047-08, 0.02 
R106004-07,
00004556-003-KI-W-004-B3, -   
D090009-01, 0.25 
R158002-03, 0.03 
00004556-002-FL-M-001-B1, 0.00 
R141030-01, -   
D143001-01, 0.28 
B15205-02, 0.11 
R120028-05, 0.04 
00004556-003-QU-W-002-B1, -   
B15218-01, 0.39 
R93043-01, 0.07 
00004556-007-QU-S-004-B1, 0.01 
R93012-04, 0.20 
B86033-02, 0.03 
00004556-002-CK-M-005-B2, 0.00 
B86020-33,
00004556-003-CK-W-005-B3, -   
00004556-007-KI-S-002-B3, 0.00 
F97012-01, 0.01 
00004556-003-CK-W-002-B2, -   
B15208-07, 0.21 
B121022-06,
00004556-004-FL-S-004-B1, -   
B86019-27, 0.11 
01027841-014-QU-W-002, -   
R120008-05,
00004556-008-KI-S-005-B3, -   
00004556-001-TW-M-005-B1, -   
P56017-02-C, 0.26 
00004556-002-CK-W-002-B1, 0.01 
00004556-001-FL-M-004-B2, -   
00004556-007-KI-S-004-B3, 0.01 
00004556-004-CK-S-007-B2, -   
R120020-04, 0.01 
00004556-001-QU-W-001-B1, -   
00004556-006-QU-S-006- B2, -   
P15002-04, -   
B86019-19, 0.09 
00004556-005-TW-S-005-B2, -   
00004556-009-CK-S-007-B1, -   
00004556-003-QU-M-001-B2, 0.00 
00004556-003-TW-W-002-B3, -   
00004556-007-TW-S-002-B1, -   
B15205-07, 0.09 
R141011-05, 0.03 
P54001-01-C, 0.08 
00004556-009-QU-S-002-B1, -   
R88030-02, 0.03 
00004556-009-FL-S-005-B3, -   
B86010-27, 0.37 
B86014-30, 0.52 
R120020-03, 0.01 
0118316-011-MD-S-008, 0.01 
00004556-008-TW-S-002-B1, -   
00004556-006-CK-S-005-B1, 0.00 
R61009-03, 0.01 
P56050-01-C,
R84002-05,
00004556-001-TW-W-002-B2, -   
C11001-02, 0.33 
D12006-01, 0.04 
R141003-05, 0.01 
R141008-07, 0.03 
R88020-02, 0.07 
B86018-19, 0.13 
156_SOLQUILT_OLIVE, 0.05 
00004556-005-QU-S-006-B3, -   
D73005-01, 0.03 
B86101-04,
00004556-001-QU-M-003-B3, -   
P84012-03-C, 0.17 
B66009-02, 1.18 
P97002-02-C,
T84010-01,
P84054-01-C, 0.71 
P84066-01-C, 0.19 
D141001-09, 0.04 
P56064-01-C, 0.24 
00004556-007-CK-S-002-B3, -   
B15215-03, 0.10 
B86100-04, 0.00 
0118316-011-MD-S-005, 0.01 
00004556-009-KI-S-002-B2, -   
01027841-014-CK-B-002, -   
P84046-02-C, 0.50 
P141010-01-C, 0.30 
D086001-07, 0.90 
B86041-02, 0.17 
C97004-02, 0.03 
B86024-02, 0.13 
00004556-001-TW-W-003-B1, -   
P84074-02-C, 0.42 
B86010-20,
R93045-06, 0.01 
00004556-003-QU-W-005-B3, -   
B86003-20,
00004556-002-QU-M-006-B2, 0.01 
B15203-07, 0.09 
B86015-33, 0.49 
R141011-03, 0.02 
B86101-25,
00004556-002-CK-W-004-B2, -   
B86021-20,
R84010-04, 0.02 
P840604-01-C, 0.26 
00004556-003-QU-M-004-B3, -   
B86040-01, 0.25 
D123002-03, 0.06 
00004556-009-FL-S-001-B3, -   
T58009-01,
R93032-05, 0.07 
B86002-02, 0.34 
B86015-26, 0.76 
R93038-07, 0.07 
D121015-04, 0.22 
D124001-01-Q2,
00004556-002-QU-M-004-B2, 0.01 
R88025-02,
D143008-03, 0.72 
D115004-01, 0.04 
00004556-001-FL-M-005-B2, -   
P84071-02-C, 0.32 
00004556-007-CK-S-006-B1, 0.01 
00004556-007-QU-S-005-B1, -   
00004556-009-QU-S-005-B1, -   
C97007-01, 0.16 
D140001-01, 0.54 
R158001-07, -   
R158003-01, -   
F97021-02, 0.02 
T139008-03, 0.10 
00004556-004-CK-S-004-B1, -   
P56029-02-C, 0.40 
00004556-006-TW-S-004-B3, -   
S83006-01,
R120051-07, 0.02 
00004556-003-TW-M-004-B2, -   
P120014-01-C, 0.32 
R93032-07, 0.06 
D121021-04, 0.24 
R54016-02, 0.04 
D104011-02, 1.51 
B132001-02, 0.58 
D70002-01-P, 0.15 
B86003-08, 0.86 
B100005-02,
B86003-19, 0.44 
B15224-02, 0.13 
D121008-02, 1.83 
P20001-41, 1.67 
D121003-03, 1.24 
D121008-04, 0.40 
D104007-02, 0.83 
B86012-08, 0.57 
B132003-04, 0.14 
ODAS-AC-SCT-SA-TK, 2.00 
R54029-03, 0.02 
P84074-01-C, 0.53 
F184006-01, 0.36 
P120016-01-C, 0.14 
A65101-01, -   
R120053-09, 0.03 
TAPTST9EUC, 0.48 
R120029-06, 1.00 
R93043-05, 0.00 
SWA-WD-0003, 0.10 
R120035-06, 0.05 
R120031-06,
R114001-02, 0.00 
R120024-04, 0.01 
R121002-06, 0.03 
01027841-012-KI-W-001, 0.05 
R00002-01, 0.40 
R141006-04, 0.03 
00004556-007-KI-S-007-B2, 0.01 
01027841-013-U-A-000, 0.20 
D155001-04, 0.24 
R121001-02, 0.15 
B121022-05,
0118316-011-LG-S-007, 0.01 
01027841-014-TW-B-002, -   
B121009-05, 0.05 
R141006-06, 0.09 
R93003-02, 0.03 
D119008-02,
00004556-002-TW-W-004-B2, -   
R84008-04, 0.05 
00004556-004-TW-S-007-B1, -   
00004556-001-KI-W-002-B2, -   
T58013-02, 0.76 
B86013-04, 0.17 
B121024-01, 0.16 
00004556-007-QU-S-007-B1, 0.01 
00004556-009-TW-S-005-B1, -   
00004556-009-CK-S-004-B3, 0.00 
B15202-07, 0.19 
00004556-004-KI-S-001-B1, 0.01 
P15001-01-C, 0.94 
R141014-08, 0.00 
P56057-01-C, 0.00 
B86100-17, 0.01 
00004556-008-CK-S-004-B3, -   
00004556-004-FL-S-006-B2, -   
B15207-03, 0.28 
R61007-06,
00004556-002-FL-M-006-B1, 0.00 
R141005-07, 0.04 
0118316-005-U-S-006, 0.00 
R88025-04, 0.00 
00004556-003-TW-M-001-B2, -   
R120016-06, 0.03 
00004556-002-FL-M-007-B3, -   
TAPTST9BUR, 0.39 
00004556-001-QU-M-004-B3, 0.00 
00004556-007-KI-S-006-B1, -   
R88006-01,
00004556-001-TW-W-006-B1, -   
00004556-001-KI-M-003-B1, -   
D119021-01, 0.19 
P97001-03-C, 0.13 
B15210-02, 0.38 
B116001-03, 0.08 
00004556-007-QU-S-004-B3, 0.01 
00004556-004-KI-S-002-B2, 0.01 
R88023-03, 0.07 
B86102-16,
0118316-006-U-S-005, -   
P97002-01-C,
R141018-08, 0.00 
00004556-002-CK-M-004-B2, -   
P120002-03-C, 0.32 
00004556-003-CK-M-004-B2, -   
P84060-01-C, 0.25 
R93028-04, 0.00 
R120051-01, 0.04 
00004556-005-TW-S-001-B1, -   
R88032-03,
00004556-001-FL-M-004-B3, -   
00004556-003-CK-W-003-B2, -   
00004556-001-FL-W-004-B2, -   
P120009-01-C, 0.36 
00004556-001-TW-W-006-B3, -   
B86100-16, 0.00 
00004556-006-CK-S-007-B1, -   
B86017-31,
F1470010-01, 0.43 
B86103-08, 0.01 
00004556-008-KI-S-002-B3, -   
P156001-02-C, 0.08 
00004556-006-KI-S-007-B2, -   
P123011-04-C, 0.13 
00004556-001-CK-M-002-B3, -   
R61017-01, 0.05 
00004556-007-TW-S-006-B1, -   
R54003-02,
00004556-009-CK-S-005-B3, -   
00004556-005-QU-S-007-B1, -   
P120012-01-C, 0.39 
00004556-001-CK-M-002-B1, -   
B86017-16, 0.04 
R93031-06, 0.01 
B86021-02,
00004556-001-QU-M-003-B1, -   
R141002-01, 0.04 
B117001-37, 0.27 
P58016-02-C, 0.43 
P122006-02-C, 0.03 
R120017-06,
00004556-002-QU-M-007-B3, 0.01 
00004556-005-KI-S-007-B2, -   
D90005-01-K, 0.20 
R141013-04, 0.01 
P84036-03-C, 0.12 
00004556-005-QU-S-001-B2, 0.00 
R88031-02, 0.01 
B15203-01, 0.17 
R88011-02, 0.02 
B15204-01, 1.13 
P84010-03-C, 0.25 
D62003-02, 0.13 
P120003-03-C, 0.50 
B66001-02, 0.95 
C10001-04-C,
01027841-013-U-B-001, 0.03 
P56044-01-C, 0.27 
P84012-05-C, 0.13 
00004556-003-TW-W-004-B3, -   
00004556-003-CK-M-007-B1, -   
00004556-003-TW-W-007-B1, -   
P56045-02-C, 0.04 
D121013-02,
T58002-01, 0.23 
R93046-08, 0.03 
R120047-07, 0.04 
00004556-002-KI-M-007-B3, 0.01 
0118316-009-U-W-004, 0.00 
01027841-012-FL-W-000, -   
00004556-006-CK-S-001-B1, -   
B86015-04, 0.50 
B86015-05, 0.30 
R158001-16, -   
R120008-03,
00004556-007-FL-S-005-B2, -   
B120004-02, 0.75 
00004556-004-QU-S-004-B2, 0.00 
D116001-01, 0.14 
00004556-001-KI-W-005-B2, -   
00004556-003-QU-M-005-B1, 0.01 
P120010-06-C, 0.88 
PM0003-GW-2, 0.50 
00004556-002-TW-M-007-B1, -   
B15208-04, 0.14 
P56015-01-C,
R120011-06,
B144003-04, 0.20 
C79006-01, 0.46 
R151015-03, 0.09 
R93036-01, 0.03 
P84014-01-C, 1.00 
00004556-006-FL-S-001-B2, -   
00004556-005-CK-S-002-B3, -   
R94001-05,
00004556-002-TW-M-003-B2, -   
00004556-006-FL-S-001-B3, -   
T58026-01, 0.75 
R120026-03,
D70001-01,
B121007-01, 1.00 
P56049-01-C, 0.42 
R120019-04, 0.06 
00004556-001-TW-M-006-B2, -   
B86020-26, 0.03 
D62020-01, 0.31 
R126002-01, -   
ODST-SL-DN-S5-A2-C0-RM-TK,
00004556-004-TW-S-002-B2, -   
B121027-05, 0.19 
D141001-06, 0.05 
B15213-08, 0.04 
00004556-008-QU-S-001-B2, -   
0118316-011-MD-S-007, 0.02 
00004556-003-CK-W-006-B2, -   
B86018-01, 0.16 
00004556-001-TW-M-003-B1, -   
R114003-03,
B86016-22, 0.04 
00004556-006-KI-S-007-B1, -   
B15211-04, 0.12 
T58026-02, 0.31 
B15210-05, 0.48 
D121018-03, 0.73 
D86003-01,
00004556-001-FL-W-005-B3, -   
T12001-03, 0.23 
UWWBASKTRLSMKOS, 0.08 
R126001-01,
R93013-06, 0.01 
R88038-01, 0.02 
00004556-001-TW-W-004-B1, -   
00004556-003-KI-M-002-B2, -   
B86016-20,
B86002-01, 0.81 
C84004-01-S,
B117001-01, 0.39 
B86016-04, 0.07 
D116001-02, 0.10 
002560062-014-U-S-006, -   
00004556-003-FL-W-005-B3, -   
R93016-01, 0.14 
D116002-01, 0.59 
B15204-08, 1.50 
002560062-015-U-S-006, 0.01 
R88017-01, 0.26 
R93029-05, 0.01 
00004556-002-FL-W-007-B1, -   
00004556-006-TW-S-006-B2, -   
D140012-01, 1.00 
00004556-004-CK-S-006-B2, -   
D119006-02,
R93020-03,
D124002-03-Q2,
00004556-009-TW-S-006-B2, -   
R88030-04, 0.01 
00004556-002-TW-W-007-B2, -   
R61013-01, 0.01 
R54028-02, -   
00004556-001-TW-W-005-B2, -   
P84043-02-C, 0.12 
P84054-02-C, 0.35 
R88031-03, 0.01 
B121022-01, 0.15 
B86014-17, 2.00 
00004556-006-QU-S-005- B3, -   
B121027-06, 0.20 
R121001-01, 0.12 
B121017-05, 0.18 
C113004-02-B, -   
R141017-02, 0.03 
B86013-29, 0.37 
B121001-02, 0.04 
002560062-018-U-S-006, -   
B86002-20,
B86002-10, 0.42 
D90005-01, 0.24 
B86007-07, 0.38 
00004556-001-CK-W-003-B1, -   
D12007-01, 0.06 
B15221-02, 0.26 
C10001-03-C,
P81008-02-C, 1.00 
00004556-007-QU-S-001-B2, 0.00 
R158001-19, 0.04 
00004556-005-KI-S-005-B3, -   
F97013-01, 0.17 
B15204-03, 0.76 
R120048-03,
F137001-08, 0.06 
A65005-01, -   
D104008-01, 2.28 
R84002-02, 0.05 
D62013-01, 0.23 
B131001-02, 0.21 
D104007-03, 0.94 
D121009-03, 1.58 
A65011-01,
B15213-06, 0.05 
D121008-01, 0.96 
B86008-16, 0.76 
D62001-01, 0.13 
B86002-27, 0.83 
B86013-05, 0.49 
D121001-01, 0.64 
B86008-20,
D121018-04, 0.42 
A65019-01, 0.03 
B121001-01, 0.05 
B86011-30, 0.67 
R54013-03, 0.06 
B86010-19, 0.20 
B86008-07, 0.43 
D121009-04, 0.68 
B86002-19, 0.36 
B86010-06, 0.21 
00004556-003-TW-W-005-B2, -   
BrisThr, -   
BSK-GRP-SMK-XLG, -   
00004556-002-QU-W-007-B2, -   
R158001-06, 0.03 
00004556-007-FL-S-004-B1, -   
B86035-03,
A65079-01, 0.04 
R54004-02, 0.05 
R158002-04, 0.11 
R120051-03, 0.02 
P120013-04-C, 0.26 
B86036-01, 0.03 
B86029-02, 0.10 
R120003-02, 1.25 
R120037-01, -   
A65043-01, -   
B84003-02, 0.34 
D116005-01, 0.35 
R120016-01, 0.07 
R120026-05, 0.00 
B120002-02, 0.31 
B86001-01, 0.09 
R141014-04, 0.01 
R120031-07,
D73012-01, 0.02 
D090008-01, 0.11 
P97003-02-C,
00004556-009-KI-S-002-B1, -   
R93014-05, 0.05 
R141002-08, 0.05 
B13402-02, 0.13 
B117001-06, 0.53 
00004556-005-QU-S-005-B3, -   
00004556-003-QU-M-004-B1, -   
01027841-013-U-W-001, 0.13 
R120003-04, 0.02 
D73014-02, 0.11 
R141003-06, 0.03 
00004556-008-FL-S-007-B3, -   
00004556-002-CK-M-001-B2, 0.02 
R120039-08, 0.03 
B86019-05, 0.28 
R88038-04, 0.02 
R120048-07, 0.03 
R120019-02, 0.13 
R121001-06, 0.05 
D121011-02, 0.06 
B86102-18, 1.00 
R120023-01,
00004556-003-TW-M-003-B3, -   
R120048-08, 0.05 
00004556-002-FL-W-001-B1, 0.01 
R88001-03, 0.01 
P84019-04-C,
00004556-003-CK-W-003-B3, -   
B15203-03, 0.06 
R141012-08, 0.01 
00004556-002-QU-M-001-B3, 0.04 
R88036-07, 0.10 
B86021-32, 0.26 
00004556-008-FL-S-006-B1, -   
R88019-03,
B86017-21,
00004556-005-KI-S-007-B1, -   
B86019-32,
R141013-08, 0.03 
D124002-04-Q2,
D84018-02,
R120016-05, 0.03 
00004556-009-TW-S-002-B2, -   
B60006-01, 0.27 
B86017-19, 0.02 
D70002-02-S, 0.07 
T58035-01,
P156001-01-C, 0.28 
R120038-08, 0.02 
B121019-02, 0.05 
R93022-04, 0.08 
B121018-01, 0.12 
00004556-003-QU-W-001-B2, -   
R141007-07, 0.02 
00004556-003-TW-W-003-B2, -   
002560062-015-U-S-004, 0.05 
00004556-009-CK-S-005-B1, -   
B86016-06, 0.07 
00004556-006-CK-S-004-B3, 0.01 
R158001-04, 0.03 
P84055-02-C, 0.17 
00004556-002-QU-M-004-B3, 0.01 
R120021-05, 0.04 
R88017-08, 0.02 
B15215-07, 0.33 
D73014-01,
D129002-01, 0.31 
B120005-01, 0.40 
00004556-001-QU-M-003-B2, -   
C83002-01, 0.05 
P56020-01-C,
D142001-04,
00004556-001-FL-M-006-B3, -   
P84037-03-C, 0.15 
00004556-003-QU-M-002-B2, -   
R93010-06, 0.08 
R93045-05, 0.01 
P84045-02-C,
00004556-008-QU-S-004-B1, 0.00 
B86103-18, 0.01 
R93015-06,
SWA-WD-0004, 0.11 
R114001-01,
B121006-04,
SWA-CRY-004, 0.27 
B86014-27, 0.21 
00004556-003-QU-W-007-B2, 0.00 
B86020-24, 0.01 
B86019-26, 0.11 
00004556-001-TW-M-002-B3, -   
00004556-002-TW-M-007-B2, -   
R120032-05,
R88037-06, 0.06 
00004556-002-FL-M-007-B1, -   
00004556-001-FL-W-007-B3, -   
R120044-06, 0.05 
00004556-001-FL-M-006-B2, -   
00004556-004-TW-S-004-B2, -   
B86102-24,
P84043-03-C, 0.15 
B15206-07, 2.00 
B121012-04,
B86012-31, 0.36 
R106004-04,
00004556-001-KI-W-004-B2, 0.00 
T58042-01, 1.00 
B121015-03, 0.19 
R88008-03,
0118316-005-U-S-008, -   
B121009-03, 0.03 
B86007-16, 0.53 
D86006-02,
A65041-01, 0.01 
B144004-01, 0.35 
00004556-003-FL-M-002-B2, -   
B121013-05, 0.03 
B86017-10, 0.03 
D121012-03, 1.00 
R93004-05, 0.08 
00004556-009-KI-S-002-B3, -   
00004556-004-FL-S-007-B2, -   
R93010-05, 0.11 
00004556-002-QU-M-007-B2, 0.01 
00004556-007-FL-S-006-B3, -   
00004556-001-FL-M-002-B1, -   
B86018-26, 0.13 
R141014-06, 0.01 
00004556-007-QU-S-002-B2, -   
D121020-06, 0.09 
00004556-001-TW-W-004-B2, -   
R84008-02, 0.04 
00004556-001-FL-W-004-B1, -   
00004556-001-QU-W-006-B2, -   
00004556-005-CK-S-006-B2, -   
R88010-02,
00004556-001-TW-M-006-B3, -   
P120002-01-C, 1.01 
00004556-005-CK-S-002-B2, -   
00004556-001-FL-M-005-B3, -   
00004556-003-QU-W-006-B1, -   
00004556-006-TW-S-007-B3, -   
R93020-01,
B86007-01, 0.38 
R88002-03,
P63003-01-U,
00004556-001-CK-W-005-B3, -   
D125004-02, 0.00 
00004556-003-CK-M-001-B3, -   
P126006-01-C, 0.07 
B84004-01, 0.10 
B86014-02, 0.16 
00004556-008-CK-S-007-B3, -   
00004556-008-FL-S-007-B2, -   
P56069-02-C,
D119011-02, 0.15 
R120006-05, 0.05 
R88024-01, 0.09 
00004556-009-TW-S-006-B1, -   
D157001-03, 0.09 
D74007-02, 0.50 
R141009-07, 0.01 
B86015-10, 0.32 
B86009-04, 0.32 
P84020-02-C, 0.27 
B86011-01, 0.44 
00004556-003-CK-M-006-B2, 0.00 
00004556-006-QU-S-001- B3, 0.00 
R141025-06, 0.08 
00004556-007-TW-S-004-B2, -   
R158002-02, 0.01 
P84036-04-C,
R126002-03, 0.01 
