SKU,SKU_DESCRIPTION,CATEGORY,SUB_CATEGORY,COLOR_NAME,COLLECTION,SIZE,PLANNING_CATEGORY,LAUNCH_YEAR_SEASON,LAUNCH_DATE,PLANNING_STATUS,ASSORTMENT_STATUS,FULL_PRICE_RETAIL,VENDOR_NAME,VENDOR_COST,VENDOR_COST_USD,ITEM_MOQS
B121004-06,Organic Resort Cotton Fitted Sheet - Full - Slate Blue,BEDDING,FITTED SHEETS,SLATE BLUE,ORGANIC RESORT COTTON,FULL,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Veritas,0,0,
D84013-01-C,Lombok Rattan Lounge Chair Cushion - Leather Cover,FURNITURE,ACCENT CHAIRS,CARAMEL,LOMBOK,,FURNITURE - STOCKED,2019 SPRING,2019-04-25 00:00:00.000,ARCHIVED,ARCHIVED,,Djalin,41.5,41.5,
00004556-003-QU-W-007-B2,Ridge Bed - QU-W-007 - FB,FURNITURE,BEDS,WALNUT,RIDGE,QUEEN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,685,685,
BSK-GRP-NAT-XLG,Grape Island Basket,BASKETS,STORAGE,NATURAL,GRAPE,,BASKETS,2025 HOLIDAY,2025-10-02 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,1600,Pollard Marketing LLC,800,800,
R120017-05,Jazba Jute Area Rug - 6x9,RUGS,AREA,NATURAL,JAZBA,6' x 9',RUGS - AREA + ROUND,2022 FALL,2022-09-14 00:00:00.000,ARCHIVED,ARCHIVED,599,Raj Overseas,247.62,247.62,
D101002-02,Imabari Waffle Towels - 1 Hand Towel - Light Grey,BATH,TOWEL : HAND TOWEL,LIGHT GREY,IMABARI,,BATH - TOWELS,2019 JAPAN,2019-09-09 00:00:00.000,ARCHIVED,ARCHIVED,44,Onsen,10,10,
00004556-003-TW-W-006-B3,Ridge Bed - TW-W-006 - SR/SL,FURNITURE,BEDS,WALNUT,RIDGE,TWIN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,318,318,
00004556-006-TW-S-004-B1,ALPINE BED - MEDIUM - TW-S-004 - HB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,645,645,
R93003-04,Urvi Braided Jute Rug - 9x12 - Light,RUGS,AREA,LIGHT NATURAL,URVI,9' x 12',RUGS - AREA + ROUND,2019 INDIA,2019-09-26 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1199,Qayyum,237.6,237.6,
P84013-01-C,Mahi Lumbar Pillow - 12x20 - Flax - Cover,PILLOWS,SMALL LUMBARS,FLAX,MAHI,"12"" x 20""",PILLOWS - ACCENT,2020 MOROCCO,2020-04-02 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,99,Textile Artisans Guild aka Poornima,12.5,12.5,
S82005-01-Q2,Centro Modular Table,FURNITURE,ACCENT TABLES,,,,FURNITURE - STOCKED,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
R54019-02,Mitla Accent Rug - 3x5 - Sienna,RUGS,ACCENT,SIENNA,MITLA,3' x 5',RUGS - ACCENT,2020 SPRING,2020-04-23 00:00:00.000,ARCHIVED,ARCHIVED,399,Vida Nueva (MXN),118,5.919385989,
00004556-003-CK-W-004-B2,Ridge Bed - CK-W-004 - FB,FURNITURE,BEDS,WALNUT,RIDGE,CAL-KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,770,770,
C79001-01,Savu Chair - Mindi,FURNITURE,ACCENT CHAIRS,MINDI,SAVU,,FURNITURE - STOCKED,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,429,Kayou,162,162,
00004556-004-QU-S-001-B2,Drift Bed - QU-S-001 - SR/SL,FURNITURE,BEDS,,DRIFT,QUEEN,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,349,349,
P84026-01-C,Mantar Pillow - 20x20 - Stone Blue - Cover,PILLOWS,SQUARE,STONE BLUE,MANTAR,"20"" x 20""",PILLOWS - ACCENT,2021 SPRING,2021-03-16 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,119,Gitto,12.64,12.64,
R94001-03,Sheepskin Runner - White,RUGS,RUNNERS,WHITE,SHEEPSKIN,RUNNER,RUGS - RUNNERS,2019 SPRING,2019-04-25 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,299,Connacht Hide,115,115,
R120030-06,Kirani Area Rug - 8x10 - Sand,RUGS,AREA,SAND,KIRANI,8' x 10',RUGS - AREA + ROUND,2023 SPRING,2023-04-11 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1499,Raj Overseas,433.55,433.55,
P10009-01,La Brisa Pillow,PILLOWS,SQUARE,,,,PILLOWS - ACCENT,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
00004556-003-FL-W-006-B2,Ridge Bed - FL-W-006 - FB,FURNITURE,BEDS,WALNUT,RIDGE,FULL,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,651,651,
00004556-002-CK-W-005-B3,LAUREL BED - LOW - CK-W-005 - SR/SL,FURNITURE,BEDS,,LAUREL,CAL-KING,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,326,326,
R120031-04,Hiral Area Rug - 5x8 - Taupe,RUGS,AREA,TAUPE,HIRAL,5' x 8',RUGS - AREA + ROUND,2023 SPRING,2023-04-11 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,799,Raj Overseas,228.11,228.11,
T84009-01,Arya Linen Throw - Olive,BLANKETS,THROWS : DECORATIVE,OLIVE,ARYA,,BLANKETS - THROWS,2021 SPRING,2021-03-16 00:00:00.000,ARCHIVED,ARCHIVED,129,Textile Artisans Guild aka Poornima,32.4,32.4,
R54010-03-B,Bunkhouse - Corbata Accent Rug,RUGS,ACCENT,,,,RUGS - ACCENT,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
D94001-03,Sheepskin Slippers,ACCENTS,HOLIDAY,,,,HOLIDAY,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
B86102-08,Stonewashed Linen Bed Bundle (S/7) - King - Sand Thin Stripe,BEDDING,BED BUNDLES,SAND THIN STRIPE,STONEWASHED LINEN,KING,BEDDING - SHEETS ETC.,2022 JUNE,2022-06-01 00:00:00.000,ARCHIVED,ARCHIVED,717,Sampedro (EUR),223.95,260.7830565,
R141008-08,Bina Hand-Knotted Area Rug - 10x14 - Black,RUGS,AREA,BLACK,BINA,10' x 14',RUGS - AREA + ROUND,2024 SPRING,2024-03-21 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,2999,RMC,700,700,
00004556-002-CK-M-001-B3,Laurel Bed - Low - CK-M-001 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,CAL-KING,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,307,307,
00004556-004-TW-S-001-B2,Drift Bed - TW-S-001 - SR/SL,FURNITURE,BEDS,,DRIFT,TWIN,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,349,349,
P056072-01-C,Poeta Alpaca Pillow - 18x18 - Sand - Cover,PILLOWS,SQUARE,SAND,POETA,"18"" x 18""",PILLOWS - ACCENT,2023 SPRING,2023-04-11 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,169,Wayra,45,45,
C83012-01,Lindu Cane Lounge Chair,FURNITURE,ACCENT CHAIRS,LIGHT NATURAL,LINDU,,FURNITURE - STOCKED,UNKNOWN,2020-01-01 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,899,Djalin,110,110,
B66008-01,Mercado Lidded Storage Basket - Black & Natural - Medium,BASKETS,STORAGE,BLACK & NATURAL,MERCADO,,BASKETS,2020 MERCADO EXP,2020-09-02 00:00:00.000,ARCHIVED,ARCHIVED,149,Makaua,29,29,
B86001-02-K,Stonewashed Linen Bed Bundle (S/7) - Full - Sundown Series,BEDDING,BED BUNDLES,SUNDOWN,STONEWASHED LINEN,FULL,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Sampedro,0,0,
T12002-02,Diamanta Alpaca Throw - Dove Grey,BLANKETS,THROWS : ALPACA,GREY,DIAMANTA,,BLANKETS - THROWS,2016 SPRING,2016-03-13 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,189,ALLPA,65,65,
TP53009-02-Q2,Halston Mugs - Grey - S/2,TABLEWARE,DRINKWARE,,,,TABLEWARE,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,80,,,0,
SSD0005,Agara Bath Mat - Black Tassels,BATH,MATS,,,,BATH - MATS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
B86006-01-K,Stonewashed Linen Bed Bundle (S/7) - King - White,BEDDING,BED BUNDLES,WHITE,STONEWASHED LINEN,KING,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Sampedro,0,0,
00004556-009-QU-S-006-B2,SIERRA BED - QU-S-006 - FB,FURNITURE,BEDS,,SIERRA,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,278,278,
D121004-01-Q2,Organic Plush Towels - 2 Face Towels - White,BATH,TOWEL : FACE TOWEL,WHITE,ORGANIC PLUSH,,BATH - TOWELS,2020 TURKEY,2020-10-07 00:00:00.000,ARCHIVED,ARCHIVED,28,Veritas,5.1,5.1,
00004556-003-QU-M-007-B2,Ridge Bed - QU-M-007 - FB,FURNITURE,BEDS,MAPLE,RIDGE,QUEEN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,535,535,
00004556-008-FL-S-001-B2,SUMMIT BED - FL-S-001 - FB,FURNITURE,BEDS,,SUMMIT,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,240,240,
FAB-JB-002,Fabric - 1 Yard - Cotton Velvet - Mushroom,FURNITURE,FABRIC,MUSHROOM,CUSTOM FURNITURE,,FURNITURE - STOCKED,2023 FALL,2023-09-12 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,JB Martin,20.25,20.25,
0118316-009-U-W-006,Helm Ottoman - Walnut - Performance Linen Weave,FURNITURE,OTTOMANS,,HELM,,FURNITURE - MTO,2023 FALL,2023-09-12 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,1999,The American Sofa Company (TAMSCO),1126,1126,
R141020-04,Salina Area Rug - 5x8,RUGS,AREA,ECRU,SALINA,,RUGS - AREA + ROUND,SIZE EXPANSION,,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,899,RMC,158,158,
R92002-01,Vayu Dhurrie Accent Rug - 2x3,RUGS,ACCENT,,,,RUGS - ACCENT,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,125,,,0,
00004556-005-CK-S-007-B2,ALPINE BED - LOW - CK-S-007 - FB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,415,415,
R112004-02,San Gil Accent Rug - 2.5x8 - Olive,RUGS,RUNNERS,OLIVE,SAN GIL,2.5' x 8',RUGS - RUNNERS,2020 COLOMBIA,2020-02-17 00:00:00.000,ARCHIVED,ARCHIVED,399,Artesanias de Colombia,117.88,117.88,
B86007-23,Stonewashed Linen Pillowcases - Standard Set (S/2) - Sand Gingham,BEDDING,PILLOWCASES,SAND GINGHAM,STONEWASHED LINEN,STANDARD,BEDDING - SHEETS ETC.,2022 AUG GINGHAM,2022-08-09 00:00:00.000,ARCHIVED,ARCHIVED,69,Sampedro,21.05,21.05,
00004556-005-QU-S-005-B2,ALPINE BED - LOW - QU-S-005 - FB,FURNITURE,BEDS,,ALPINE,QUEEN,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,278,278,
B86018-35,Stonewashed Linen Fitted Sheet - Queen - Indigo Chambray Stripe,BEDDING,FITTED SHEETS,INDIGO CHAMBRAY STRIPE,STONEWASHED LINEN,,BEDDING - SHEETS ETC.,2025 FALL,,ARCHIVED,PD - CANCELLED,149,Sampedro (EUR),45.09,52.5059523,
R120021-03,Vismit Area Rug - 8x10 - Grey,RUGS,AREA,GREY,VISMIT,8' x 10',RUGS - AREA + ROUND,2022 FALL,2022-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1499,Raj Overseas,446.89,446.89,
00004556-004-CK-S-006-B2,Drift Bed - CK-S-006 - SR/SL,FURNITURE,BEDS,,DRIFT,CAL-KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,397,397,
TP53001-07,Halston Mugs - Olive - Single,TABLEWARE,DRINKWARE,,,,TABLEWARE,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,40,,,0,
B121002-03,Organic Resort Cotton Sheet Set - Queen - Solid Sand,BEDDING,SHEET SETS,SAND,ORGANIC RESORT COTTON,QUEEN,BEDDING - SHEETS ETC.,2020 TURKEY,2020-10-07 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,249,Veritas,96.98,96.98,
D101003-01-K,Imabari Waffle Towels,BATH,TOWEL : BATH TOWEL,,,,BATH - TOWELS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
R88015-02,Shylah Area Rug - 6x9 - Sage,RUGS,AREA,SAGE,SHYLAH,6' x 9',RUGS - AREA + ROUND,2020 FALL,2020-09-15 00:00:00.000,ARCHIVED,ARCHIVED,999,Loloi Rugs,162,162,
01027841-015-U-W-001,Avon Dresser - Walnut,FURNITURE,DRESSER,WALNUT,AVON,,FURNITURE - MTO,2025 SUMMER,2025-08-26 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,4399,Gat Creek,1688,1688,
B86101-24,Stonewashed Linen Bed Bundle (S/7) - Queen - Sand Wide Stripe,BEDDING,BED BUNDLES,SAND WIDE STRIPE,STONEWASHED LINEN,QUEEN,BEDDING - SHEETS ETC.,2022 MAY,2022-05-17 00:00:00.000,ARCHIVED,ARCHIVED,657,Sampedro,192.71,192.71,
R93044-02,Natali Cowhide Accent Rug - 2x3 - Tan,RUGS,ACCENT,TAN,NATALI,2' x 3',RUGS - ACCENT,2024 FALL,2024-09-24 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,199,Qayyum,22.8,22.8,
D73004-01-K,Patronato Mirror Set - Hexagon,ACCENTS,MIRRORS,,,,ACCENTS - MIRRORS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
00004556-004-CK-S-006-B1,Drift Bed - CK-S-006 - HB/FB,FURNITURE,BEDS,,DRIFT,CAL-KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1362,1362,
00004556-003-KI-M-004-B1,Ridge Bed - KI-M-004 - HB,FURNITURE,BEDS,MAPLE,RIDGE,KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1185,1185,
B15215-10,Stonewashed Organic Cotton Percale- Terracotta - Sheet Set Cal King,BEDDING,SHEET SETS,TERRACOTTA,ORGANIC COTTON PERCALE,CAL-KING,BEDDING - SHEETS ETC.,2026 SPRING,2026-03-10 00:00:00.000,PRE-INTRO,PD - APPROVED,219,Synergy Lifestyles PVT. LTD.,45.5,45.5,
R93041-08,Elora Jute Area Rug - 10x14 - Ecru,RUGS,AREA,NATURAL / ECRU,ELORA,10' x 14',RUGS - AREA + ROUND,2024 SUMMER,2024-06-18 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1599,Qayyum,343,343,
P100001-02-C,Bali Outdoor Pillow - 22x22 - Natural/Dark - Cover,PILLOWS,SQUARE,DARK NATURAL,BALI,"22"" x 22""",PILLOWS - ACCENT,2021 OUTDOOR,2021-05-18 00:00:00.000,ARCHIVED,ARCHIVED,169,Tashinda Putraprima,28.84,28.84,
00004556-003-QU-M-001-B1,Ridge Bed - QU-M-001 - HB,FURNITURE,BEDS,MAPLE,RIDGE,QUEEN,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,893,893,
D121008-04,Aegean Cotton Towels - 1 Bath Sheet - Light Grey,BATH,TOWEL : BATH SHEET,LIGHT GREY,AEGEAN,,BATH - TOWELS,2022 AEGEAN,2022-02-23 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,69,Veritas,22.84,22.84,
0118316-010-U-W-006-C,Helm Bench Cushion - Walnut - Performance Linen Weave,FURNITURE,BENCHES,,HELM,,FURNITURE - MTO,2023 FALL,2023-09-12 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,0,The American Sofa Company (TAMSCO),474,474,
R158003-01,Eleanora Area Rug - 6x9,RUGS,AREA,SAGE,ELEANORA,6' x 9',RUGS - AREA + ROUND,2025 FALL,2025-09-22 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,1599,Surya Carpet Inc.,510.3,510.3,
R120053-02,Astrid Area Rug - 6x9 - Rose,RUGS,AREA,ROSE,ASTRID,6' x 9',RUGS - AREA + ROUND,2025 FALL,2025-09-22 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,1599,Master Weave Inc,742.87,742.87,
R93014-01,Samir Accent Rug - 2x3 - Tan,RUGS,ACCENT,TAN,SAMIR,2' x 3',RUGS - ACCENT,2021 FALL,2021-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,179,Qayyum,14.7,14.7,
00004556-001-QU-W-001-B2,Laurel Bed - Tall - QU-W-001 - FB,FURNITURE,BEDS,WALNUT,LAUREL,QUEEN,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,414,414,
P56069-01-C,Agata Pillow - 18x18 - Stone Blue - Cover,PILLOWS,SQUARE,STONE BLUE,AGATA,"18"" x 18""",PILLOWS - ACCENT,2022 SPRING,2022-04-07 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,169,Wayra,40,40,
B86036-01,Sateen Euro Sham - 1 Sham - Willow,BEDDING,SHAMS,WILLOW,SATEEN,EURO,BEDDING - SHEETS ETC.,2025 FALL,2025-09-22 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,139,Sampedro (EUR),12.05,14.0318635,
00004556-001-QU-M-006-B3,Laurel Bed - Tall - QU-M-006 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,QUEEN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,333,333,
PM1001-52,Stamped Dust Bags - 15x54,Z. MISCELLANEOUS,PACKAGING : DUST BAGS,WHITE,DUST BAGS,,Z. MISC,UNKNOWN,2020-01-01 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,0,Metropak Inc.,3.55,3.55,
R93045-07,Natali Cowhide Area Rug - 9x12 - Ivory,RUGS,AREA,IVORY,NATALI,9' x 12',RUGS - AREA + ROUND,2024 FALL,2024-09-24 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,2399,Qayyum,410.4,410.4,
FAB-CRY-012,Fabric - 1 Yard - Performance Canvas - Chalk,FURNITURE,FABRIC,CHALK,CUSTOM FURNITURE,,FURNITURE - STOCKED,2024 SPRING,2024-03-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Crypton Mills LLC,12.95,12.95,
00004556-001-KI-M-003-B2,Laurel Bed - Tall - KI-M-003 - FB,FURNITURE,BEDS,MAPLE,LAUREL,KING,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,395.25,395.25,
B86019-03,Stonewashed Linen Fitted Sheet - King - Blush,BEDDING,FITTED SHEETS,BLUSH,STONEWASHED LINEN,KING,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Sampedro (EUR),51.94,60.4825718,
A65075-01,El Flamenco By Hazel & Pine - 20x30 - Print Only,ACCENTS,ART,MULTI/MIXED,HAZEL & PINE,"20"" x 30""",ACCENTS - ART,UNKNOWN,2020-01-01 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,219,"Simply Framed, Inc",58.2,58.2,
00004556-001-TW-W-006-B2,Laurel Bed - Tall - TW-W-006 - FB,FURNITURE,BEDS,WALNUT,LAUREL,TWIN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,354,354,
D140008-04,Zoli Ceramic Candle Holders - White - S/3,ACCENTS,CANDLES/CANDLEHOLDERS,WHITE,ASSORTED,,ACCENTS - CANDLE & DEC-ACC,2022 HOLIDAY - LATE,2022-10-24 00:00:00.000,ARCHIVED,ARCHIVED,149,Powered by People,56.41,56.41,
00004556-009-KI-S-005-B3,SIERRA BED - KI-S-005 - SR/SL,FURNITURE,BEDS,,SIERRA,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,398,398,
R93014-02,Samir Accent Rug - 3x5 - Tan,RUGS,ACCENT,TAN,SAMIR,3' x 5',RUGS - ACCENT,2021 FALL,2021-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,399,Qayyum,36.3,36.3,
A65091-01,Coastline by Simon Mills - 30x45 - Print Only,ACCENTS,ART,MULTI/MIXED,SIMON MILLS,"30"" x 45""",ACCENTS - ART,UNKNOWN,2020-01-01 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,389,"Simply Framed, Inc",155.3,155.3,
00004556-008-KI-S-002-B2,SUMMIT BED - KI-S-002 - FB,FURNITURE,BEDS,,SUMMIT,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,395,395,
R88014-04,Shylah Area Rug - 9x12 - Flax,RUGS,AREA,FLAX,SHYLAH,9' x 12',RUGS - AREA + ROUND,2020 FALL,2020-09-15 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1899,Loloi Rugs,324,324,
P120012-01-C,Daphne Pillow - 18x18 - Emerald,PILLOWS,SQUARE,EMERALD,DAPHNE,"18"" x 18""",PILLOWS - ACCENT,2025 FALL,2025-09-22 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,99,Raj Overseas,20.09,20.09,
B15212-08,Stonewashed Organic Cotton Percale Shams - King Set (S/2) - French Blue,BEDDING,SHAMS,FRENCH BLUE,ORGANIC COTTON PERCALE,KING,BEDDING - SHEETS ETC.,2025 SPRING,2025-03-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,79,Synergy Lifestyles PVT. LTD.,9.8,9.8,
B121023-01,Cotton Gauze Bed Blanket - White,BEDDING,BED BLANKETS,WHITE,COTTON GAUZE,,BEDDING - BED BLANKETS,2022 FALL,2022-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,229,Veritas,72.95,72.95,
B86006-04-K,Stonewashed Linen Bed Bundle (S/7) - King - Slate Blue,BEDDING,BED BUNDLES,SLATE BLUE,STONEWASHED LINEN,KING,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Sampedro,0,0,
D74001-02,Las Condes Bronze Containers,ACCENTS,DECORATIVE ACCESSORIES,,,,ACCENTS - CANDLE & DEC-ACC,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,95,,,0,
B86011-36,Stonewashed Linen- French Blue - Shams-Euro,BEDDING,SHAMS,FRENCH BLUE,STONEWASHED LINEN,EURO,BEDDING - SHEETS ETC.,2026 SPRING,2026-03-10 00:00:00.000,PRE-INTRO,PD - APPROVED,94,Sampedro (EUR),15.5,18.049285,
R120025-02,Vihan Area Rug - 6x9 - Mustard,RUGS,AREA,MUSTARD,VIHAN,6' x 9',RUGS - AREA + ROUND,2022 FALL - EARLY,2022-08-23 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,999,Raj Overseas,329.66,329.66,
00004556-001-QU-W-004-B1,Laurel Bed - Tall - QU-W-004 - HB,FURNITURE,BEDS,WALNUT,LAUREL,QUEEN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1042,1042,
00004556-006-KI-S-004-B2,ALPINE BED - MEDIUM - KI-S-004 - FB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,395,395,
B117001-48,Organic Stonewashed Percale Channel Quilt - Swatch Card - Aegean,BEDDING,SWATCH,AEGEAN,ORGANIC PERCALE QUILT,,BEDDING - SWATCH,2025 FALL,2025-09-22 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,3,E.W. Bredemeier & Company,0.72,0.72,
00004556-007-CK-S-007-B2,ALPINE BED - TALL - CK-S-007 - FB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,415,415,
B86004-02-K,Stonewashed Linen Bed Bundle (S/7) - Full - Light Grey,BEDDING,BED BUNDLES,LIGHT GREY,STONEWASHED LINEN,FULL,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Sampedro,0,0,
R93017-09,Artha Area Rug - 9x12 - Navy,RUGS,AREA,NAVY,ARTHA,9' x 12',RUGS - AREA + ROUND,2022 SPRING,2022-04-07 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1799,Qayyum,280.8,280.8,
